ID_Ticket,Fecha_Hora,RUT_Cliente,Mesa,Producto_Categoria,Producto_Detail,Cantidad,Precio_Unitario_IVA,Metodo_Pago
TX-21273,2025-04-14 15:18:56,Consumidor Final,Mesa 6,sandwicheria,Sándwich Caprese,1.0,4990,Débito
TX-21274,2025-04-14 15:41:02,Consumidor Final,Mesa 2,CAFÉ,FLAT WHITE,1.0,3000,Débito
TX-21274,14/04/2025 18:00,Consumidor Final,Mesa 2,PASTELERIA,MUFFIN VAINILLA,1.0,$ 2.100,Débito
TX-21274,2025-04-14 18:02:24,Consumidor Final,Mesa 2,Bebestible,JUGO ARANDANO,1.0,3100,Débito
TX-21275,2025-04-14 18:11:10,Consumidor Final,Mesa 6,Sándwiches,Croissant Mechada Queso,3.0,5690,Efectivo
TX-21275,2025-04-14 18:52:11,Consumidor Final,Mesa 6,sandwicheria,CROISSANT CAPRESE,1.0,4790,Efectivo
TX-21275,2025-04-14 19:03:37,Consumidor Final,Mesa 6,Sandwichería,Mechada Queso,3.0,5490,Efectivo
TX-21276,2025-04-14 19:12:07,Consumidor Final,Mesa 8,Reposteria ,Muffin de Vainilla Natural,1.0,$ 2.100,Efectivo
TX-21276,2025-04-14 19:39:46,Consumidor Final,Mesa 8,Sandwichería,Mechada Queso,3.0,5490,Efectivo
TX-21276,45762.3757,Consumidor Final,Mesa 8,sandwicheria,croissant jq,1.0,$ 4.500,Efectivo
TX-21277,45762.381,Consumidor Final,Mesa 1,SANDWICH,Mechada Queso,1.0,5490,Débito
TX-21277,2025-04-15 09:24:59,Consumidor Final,Mesa 1,SANDWICH,Sándwich Mechada Queso,1.0,5490,Débito
TX-21277,2025-04-15 09:28:18,Consumidor Final,Mesa 1,Bebestibles,Té Matcha Latte,1.0,3600,Débito
TX-21278,15/04/2025 09:31,Consumidor Final,Mesa 8,Bebestibles,Leche Plátano,1.0,2700,Débito
TX-21278,2025-04-15 09:36:19,Consumidor Final,Mesa 8,BEBIDAS,Té Matcha Latte,3.0,3600,Débito
TX-21278,15/04/2025 09:38,Consumidor Final,Mesa 8,Sandwichería,CROISSANT MECHADA,1.0,$ 5.690,Débito
TX-21279,45762.4045,12345678-9,Mesa 1,Cafés,Espresso dbl,1.0,2490,Crédito
TX-21279,2025-04-15 09:45:34,12345678-9,Mesa 1,CAFÉ,Flat White,1.0,3000,Crédito
TX-21279,15/04/2025 10:04,12345678-9,Mesa 1,SANDWICH,Mechada Queso,1.0,5490,Crédito
TX-21280,15/04/2025 10:05,Consumidor Final,Mesa 6,Reposteria ,WAFFLE MANJAR,1.0,3200,Débito
TX-21280,2025-04-15 10:05:47,Consumidor Final,Mesa 6,Cafe,Té Negro,1.0,$ 2.100,Débito
TX-21280,2025-04-15 10:12:04,Consumidor Final,Mesa 6,Repostería,Medialuna Manjar,1.0,1600,Débito
TX-21281,2025-04-15 10:12:30,Consumidor Final,Mesa 6,Bebestibles,jugo de piña,1.0,2990,Débito
TX-21281,2025-04-15 10:17:12,Consumidor Final,Mesa 6,Repostería,medialuna manjar,1.0,$ 1.600,Débito
TX-21281,2025-04-15 10:19:28,Consumidor Final,Mesa 6,Repostería,DONAS RELLENAS,1.0,$ 2.200,Débito
TX-21282,2025-04-15 10:19:52,Consumidor Final,Mesa 5,Cafés,TE BLANCO,2.0,2300,Crédito
TX-21282,15/04/2025 10:23,Consumidor Final,Mesa 5,Cafés,te blanco,1.0,2300,Crédito
TX-21282,2025-04-15 10:25:13,Consumidor Final,Mesa 5,bebestibles,Jugo Naranja Natural,,$ 2.990,Crédito
TX-21283,15/04/2025 10:27,Consumidor Final,Mesa 7,Repostería,WAFFLE MANJAR,1.0,3200,Débito
TX-21283,45762.4678,Consumidor Final,Mesa 7,cafes,cafe latte ,1.0,3200,Débito
TX-21283,15/04/2025 11:38,Consumidor Final,Mesa 7,cafes,Mocaccino,1.0,3400,Débito
TX-21284,2025-04-15 13:49:42,Consumidor Final,Mesa 2,CAFÉ,FLAT WHITE,3.0,$ 3.000,Crédito
TX-21284,2025-04-15 15:10:51,Consumidor Final,Mesa 2,SANDWICH,Croissant Jamón Queso,1.0,4500,Crédito
TX-21284,2025-04-15 15:37:09,Consumidor Final,Mesa 2,Reposteria ,MUFFIN VAINILLA,1.0,$ 2.100,Crédito
TX-21285,2025-04-15 16:36:27,Consumidor Final,Para Llevar,Sandwichería,CROISSANT CAPRESE,1.0,4790,Débito
TX-21285,2025-04-15 17:58:26,Consumidor Final,Para Llevar,Cafés,flat white,1.0,3000,Débito
TX-21285,15/04/2025 18:05,Consumidor Final,Para Llevar,sandwicheria,Sándwich Mechada Queso,1.0,5490,Débito
TX-21286,2025-04-15 18:15:19,Consumidor Final,Mesa 7,Repostería,medialuna,1.0,$ 1.400,Efectivo
TX-21286,15/04/2025 18:20,Consumidor Final,Mesa 7,Sandwichería,Sándwich Caprese,3.0,4990,Efectivo
TX-21286,2025-04-15 18:22:38,Consumidor Final,Mesa 7,reposteria,Muffin Arandanos ,1.0,2100,Efectivo
TX-21287,15/04/2025 18:33,21445887-5,Para Llevar,Sándwiches,Croissant Caprese,1.0,$ 4.790,Débito
TX-21287,2025-04-15 18:36:54,21445887-5,Para Llevar,CAFÉ,te negro,1.0,2100,Débito
TX-21287,2025-04-15 18:45:01,21445887-5,Para Llevar,BEBIDAS,jugo naranja,2.0,$ 2.990,Débito
TX-21288,2025-04-15 18:47:16,16443882-1,Mesa 10,Repostería,Medialuna Dulce ,2.0,1400,Efectivo
TX-21288,2025-04-15 18:51:48,16443882-1,Mesa 10,reposteria,dona rellena,1.0,2200,Efectivo
TX-21288,45762.7878,16443882-1,Mesa 10,Cafés,TE VERDE,3.0,$ 2.100,Efectivo
TX-21289,45762.7894,Consumidor Final,Mesa 8,Repostería,Medialunas Manjar,1.0,1600,Crédito
TX-21289,2025-04-15 18:58:27,Consumidor Final,Mesa 8,PASTELERIA,waffle manjar,1.0,$ 3.200,Crédito
TX-21289,2025-04-15 19:04:33,Consumidor Final,Mesa 8,Cafés,te verde,1.0,2100,Crédito
TX-21290,45762.8042,Consumidor Final,Mesa 6,Bebestible,Jugo Naranja Natural,1.0,2990,Débito
TX-21290,45762.8092,Consumidor Final,Mesa 6,Cafe,cafe americano,3.0,2200,Débito
TX-21290,2025-04-15 19:30:54,Consumidor Final,Mesa 6,Bebestibles,jugo arandano,3.0,3100,Débito
TX-21291,2025-04-15 19:42:11,16443882-1,Para Llevar,CAFÉ,Capuccino,1.0,3100,Débito
TX-21291,2025-04-15 19:46:23,16443882-1,Para Llevar,Cafés,Café Latte,1.0,$ 3.200,Débito
TX-21291,45762.8285,16443882-1,Para Llevar,Cafés,Flatwhite,3.0,3000,Débito
TX-21292,2025-04-15 19:54:01,11223344-5,Mesa 1,Cafe,te blanco,3.0,2300,Débito
TX-21292,2025-04-15 19:54:32,11223344-5,Mesa 1,CAFÉ,ESPRESSO DOBLE,1.0,2490,Débito
TX-21292,2025-04-15 19:55:04,11223344-5,Mesa 1,Cafe,te blanco,1.0,2300,Débito
TX-21293,2025-04-16 08:03:47,Consumidor Final,Mesa 5,Cafe,TE BLANCO,1.0,2300,Débito
TX-21293,16/04/2025 08:48,Consumidor Final,Mesa 5,Cafés,TE BLANCO,1.0,2300,Débito
TX-21293,16/04/2025 09:01,Consumidor Final,Mesa 5,Cafe,ESPRESSO DOBLE,3.0,2490,Débito
TX-21294,45763.3808,Consumidor Final,Mesa 6,Sandwichería,Sándwich Jamón-Queso,1.0,3800,Crédito
TX-21294,2025-04-16 09:09:03,Consumidor Final,Mesa 6,SANDWICH,Sándwich Mechada Queso,1.0,5490,Crédito
TX-21294,2025-04-16 09:10:03,Consumidor Final,Mesa 6,Repostería,Medialuna Dulce ,1.0,1400,Crédito
TX-21295,45763.3823,Consumidor Final,Mesa 7,Reposteria ,WAFFLE MANJAR,2.0,3200,Débito
TX-21295,16/04/2025 09:10,Consumidor Final,Mesa 7,Cafe,espresso doble,1.0,2490,Débito
TX-21295,2025-04-16 09:11:58,Consumidor Final,Mesa 7,sandwicheria,CROISSANT CAPRESE,3.0,4790,Débito
TX-21296,2025-04-16 09:12:00,Consumidor Final,Mesa 3,Bebestible,Té Matcha Latte,2.0,3600,Débito
TX-21296,2025-04-16 09:14:37,Consumidor Final,Mesa 3,CAFÉ,cafe latte ,1.0,$ 3.200,Débito
TX-21296,2025-04-16 09:15:15,Consumidor Final,Mesa 3,Reposteria ,Medialuna Manjar,1.0,$ 1.600,Débito
TX-21297,45763.3994,98765432-1,Mesa 7,Reposteria ,Medialuna Dulce,1.0,$ 1.400,Débito
TX-21297,2025-04-16 10:01:45,98765432-1,Mesa 7,bebestibles,Leche Plátano,1.0,2700,Débito
TX-21297,2025-04-16 10:05:58,98765432-1,Mesa 7,SANDWICH,sandwich caprese,1.0,4990,Débito
TX-21298,2025-04-16 10:07:04,Consumidor Final,Mesa 3,bebestibles,jugo de piña,2.0,2990,Débito
TX-21298,2025-04-16 10:09:48,Consumidor Final,Mesa 3,reposteria,medialuna manjar,1.0,1600,Débito
TX-21298,2025-04-16 10:19:22,Consumidor Final,Mesa 3,Reposteria ,WAFFLE MANJAR,1.0,3200,Débito
TX-21299,16/04/2025 11:18,Consumidor Final,Para Llevar,sandwicheria,croissant mechada,1.0,5690,Débito
TX-21299,2025-04-16 12:35:14,Consumidor Final,Para Llevar,Cafe,Flatwhite,1.0,3000,Débito
TX-21299,2025-04-16 12:42:41,Consumidor Final,Para Llevar,Reposteria ,donas,2.0,2200,Débito
TX-21300,2025-04-16 13:08:42,Consumidor Final,Mesa 3,Cafe,CAFÉ LATTE,1.0,3200,Débito
TX-21300,2025-04-16 14:36:26,Consumidor Final,Mesa 3,Sandwichería,sandwich caprese,1.0,4990,Débito
TX-21300,16/04/2025 16:10,Consumidor Final,Mesa 3,Reposteria ,MUFFIN VAINILLA,1.0,$ 2.100,Débito
TX-21301,2025-04-16 16:36:38,Consumidor Final,Mesa 6,BEBIDAS,Jugo Naranja Natural,2.0,2990,Débito
TX-21301,2025-04-16 18:01:41,Consumidor Final,Mesa 6,reposteria,Muffin Arandanos ,1.0,$ 2.100,Débito
TX-21301,45763.7542,Consumidor Final,Mesa 6,Repostería,Waffle con Manjar,1.0,3200,Débito
TX-21302,16/04/2025 18:25,Consumidor Final,Mesa 6,Sándwiches,CROISSANT MECHADA,2.0,5690,Débito
TX-21302,16/04/2025 18:32,Consumidor Final,Mesa 6,Cafe,Capuccino,1.0,$ 3.100,Débito
TX-21302,45763.7732,Consumidor Final,Mesa 6,Repostería,medialuna,1.0,1400,Débito
TX-21303,16/04/2025 18:35,Consumidor Final,Para Llevar,bebestibles,jugo arandano,1.0,3100,Débito
TX-21303,16/04/2025 18:38,Consumidor Final,Para Llevar,Cafés,te verde,1.0,2100,Débito
TX-21303,2025-04-16 18:46:54,Consumidor Final,Para Llevar,reposteria,Medialuna Dulce,2.0,$ 1.400,Débito
TX-21304,2025-04-16 19:00:21,Consumidor Final,Para Llevar,PASTELERIA,medialuna manjar,2.0,$ 1.600,Débito
TX-21304,2025-04-16 19:05:09,Consumidor Final,Para Llevar,Bebestible,Té Matcha Latte,2.0,3600,Débito
TX-21304,2025-04-16 19:10:06,Consumidor Final,Para Llevar,Repostería,donas,1.0,$ 2.200,Débito
TX-21305,16/04/2025 19:11,11223344-5,Mesa 5,Cafe,Mochaccino,1.0,$ 3.400,Débito
TX-21305,16/04/2025 19:12,11223344-5,Mesa 5,cafes,TE VERDE,1.0,2100,Débito
TX-21305,16/04/2025 19:13,11223344-5,Mesa 5,reposteria,donas,2.0,$ 2.200,Débito
TX-21306,2025-04-16 19:15:43,16443882-1,Para Llevar,CAFÉ,te negro,1.0,2100,Efectivo
TX-21306,2025-04-16 19:28:24,16443882-1,Para Llevar,BEBIDAS,LECHE PLATANO,1.0,2700,Efectivo
TX-21306,2025-04-16 19:32:23,16443882-1,Para Llevar,SANDWICH,CROISSANT CAPRESE,3.0,4790,Efectivo
TX-21307,16/04/2025 19:38,Consumidor Final,Para Llevar,PASTELERIA,muffin vainilla,2.0,$ 2.100,Débito
TX-21307,2025-04-16 19:45:52,Consumidor Final,Para Llevar,Repostería,Medialuna Dulce,1.0,1400,Débito
TX-21307,2025-04-16 19:46:43,Consumidor Final,Para Llevar,Bebestibles,jugo arandano,3.0,3100,Débito
TX-21308,2025-04-16 19:50:56,19332554-K,Mesa 3,Reposteria ,waffle manjar,2.0,3200,Transferencia
TX-21308,2025-04-16 19:59:33,19332554-K,Mesa 3,BEBIDAS,jugo naranja,1.0,2990,Transferencia
TX-21308,2025-04-17 08:17:36,19332554-K,Mesa 3,cafes,CAFÉ LATTE,3.0,3200,Transferencia
TX-21309,2025-04-17 09:27:40,Consumidor Final,Mesa 2,Bebestibles,Jugo de Arándano,3.0,$ 3.100,Débito
TX-21309,17/04/2025 09:28,Consumidor Final,Mesa 2,cafes,CAFÉ LATTE,1.0,3200,Débito
TX-21309,2025-04-17 09:29:45,Consumidor Final,Mesa 2,PASTELERIA,muffin vainilla,1.0,2100,Débito
TX-21310,2025-04-17 09:33:55,Consumidor Final,Mesa 1,Cafés,te negro,3.0,$ 2.100,Crédito
TX-21310,2025-04-17 09:41:47,Consumidor Final,Mesa 1,Cafe,Café Latte,3.0,3200,Crédito
TX-21310,2025-04-17 09:48:50,Consumidor Final,Mesa 1,Cafe,capuccino,1.0,3100,Crédito
TX-21311,2025-04-17 09:49:00,Consumidor Final,Mesa 8,Sandwichería,Croissant J/Q,1.0,4500,Crédito
TX-21311,2025-04-17 10:01:19,Consumidor Final,Mesa 8,cafes,te verde,1.0,2100,Crédito
TX-21311,2025-04-17 12:37:57,Consumidor Final,Mesa 8,Cafe,TE NEGRO,3.0,2100,Crédito
TX-21312,2025-04-17 12:52:56,Consumidor Final,Para Llevar,sandwicheria,sandwich mechada queso,1.0,5490,Débito
TX-21312,45764.7808,Consumidor Final,Para Llevar,SANDWICH,Croissant Jamón Queso,1.0,4500,Débito
TX-21312,45764.7877,Consumidor Final,Para Llevar,cafes,Capuccino,1.0,3100,Débito
TX-21313,2025-04-17 18:56:37,Consumidor Final,Mesa 6,sandwicheria,Sandwich Caprese Ciabatta,,4990,Transferencia
TX-21313,2025-04-17 19:10:24,Consumidor Final,Mesa 6,PASTELERIA,Muffin de Vainilla Natural,1.0,2100,Transferencia
TX-21313,2025-04-17 19:23:16,Consumidor Final,Mesa 6,reposteria,Muffin de Vainilla Natural,1.0,2100,Transferencia
TX-21314,17/04/2025 19:25,Consumidor Final,Mesa 3,Cafés,Americano,1.0,2200,Débito
TX-21314,2025-04-17 19:26:57,Consumidor Final,Mesa 3,BEBIDAS,jugo pina,1.0,2990,Débito
TX-21314,17/04/2025 19:38,Consumidor Final,Mesa 3,Sándwiches,Mechada Queso,3.0,$ 5.490,Débito
TX-21315,2025-04-17 19:48:54,19332554-K,Para Llevar,sandwicheria,sandwich mechada queso,1.0,5490,Transferencia
TX-21315,2025-04-18 08:30:52,19332554-K,Para Llevar,reposteria,Medialuna Manjar,1.0,1600,Transferencia
TX-21315,2025-04-18 09:03:29,19332554-K,Para Llevar,SANDWICH,CROISSANT MECHADA,1.0,5690,Transferencia
TX-21316,45765.3917,Consumidor Final,Mesa 9,sandwicheria,Croissant Caprese,3.0,4790,Crédito
TX-21316,2025-04-18 09:44:19,Consumidor Final,Mesa 9,reposteria,WAFFLE MANJAR,1.0,3200,Crédito
TX-21316,18/04/2025 10:06,Consumidor Final,Mesa 9,BEBIDAS,LECHE PLATANO,2.0,2700,Crédito
TX-21317,2025-04-18 10:18:24,Consumidor Final,Mesa 8,cafes,Mochaccino,2.0,3400,Efectivo
TX-21317,2025-04-18 10:22:26,Consumidor Final,Mesa 8,Cafés,MOCA,1.0,3400,Efectivo
TX-21317,2025-04-18 13:47:25,Consumidor Final,Mesa 8,SANDWICH,Croissant J/Q,1.0,$ 4.500,Efectivo
TX-21318,2025-04-18 14:53:33,Consumidor Final,Mesa 7,Bebestible,JUGO ARANDANO,1.0,3100,Débito
TX-21318,2025-04-18 14:57:25,Consumidor Final,Mesa 7,Reposteria ,Waffle con Manjar,2.0,3200,Débito
TX-21318,45765.6692,Consumidor Final,Mesa 7,cafes,te verde,2.0,2100,Débito
TX-21319,2025-04-18 17:06:58,Consumidor Final,Mesa 8,BEBIDAS,Té Matcha Latte,1.0,3600,Transferencia
TX-21319,2025-04-18 17:08:02,Consumidor Final,Mesa 8,Cafe,Té Negro,1.0,2100,Transferencia
TX-21319,45765.731,Consumidor Final,Mesa 8,reposteria,WAFFLE MANJAR,1.0,3200,Transferencia
TX-21320,18/04/2025 18:13,Consumidor Final,Para Llevar,Sandwichería,Croissant Caprese,1.0,4790,Débito
TX-21320,18/04/2025 18:38,Consumidor Final,Para Llevar,bebestibles,matcha latte,2.0,3600,Débito
TX-21320,2025-04-18 18:51:51,Consumidor Final,Para Llevar,Cafés,te verde,1.0,2100,Débito
TX-21321,2025-04-18 19:18:10,Consumidor Final,Mesa 8,cafes,Capuccino,1.0,3100,Débito
TX-21321,2025-04-18 19:20:55,Consumidor Final,Mesa 8,cafes,Mocaccino,2.0,3400,Débito
TX-21321,45765.8221,Consumidor Final,Mesa 8,Bebestibles,jugo arandano,2.0,3100,Débito
TX-21322,2025-04-18 19:51:06,Consumidor Final,Mesa 6,Reposteria ,medialuna,3.0,1400,Débito
TX-21322,19/04/2025 08:01,Consumidor Final,Mesa 6,bebestibles,Jugo Naranja Natural,1.0,2990,Débito
TX-21322,2025-04-19 09:04:42,Consumidor Final,Mesa 6,sandwicheria,Croissant Mechada Queso,3.0,$ 5.690,Débito
TX-21323,19/04/2025 09:05,Consumidor Final,Mesa 5,CAFÉ,Mochaccino,3.0,3400,Crédito
TX-21323,2025-04-19 09:09:13,Consumidor Final,Mesa 5,Sandwichería,Aliado,1.0,3800,Crédito
TX-21323,2025-04-19 09:15:07,Consumidor Final,Mesa 5,CAFÉ,CAFÉ LATTE,1.0,3200,Crédito
TX-21324,45766.3875,Consumidor Final,Mesa 8,cafes,Té Blanco,2.0,$ 2.300,Efectivo
TX-21324,45766.3902,Consumidor Final,Mesa 8,Sándwiches,sandwich caprese,3.0,4990,Efectivo
TX-21324,2025-04-19 09:22:07,Consumidor Final,Mesa 8,Sandwichería,Sándwich Mechada Queso,1.0,5490,Efectivo
TX-21325,45766.3917,Consumidor Final,Mesa 9,BEBIDAS,jugo naranja,3.0,2990,Transferencia
TX-21325,45766.3989,Consumidor Final,Mesa 9,Cafe,Té Blanco,3.0,$ 2.300,Transferencia
TX-21325,2025-04-19 09:43:13,Consumidor Final,Mesa 9,cafes,cafe latte ,1.0,3200,Transferencia
TX-21326,19/04/2025 09:43,Consumidor Final,Mesa 8,Sándwiches,Sándwich Caprese,3.0,$ 4.990,Crédito
TX-21326,19/04/2025 09:52,Consumidor Final,Mesa 8,PASTELERIA,DONAS RELLENAS,2.0,2200,Crédito
TX-21326,2025-04-19 09:52:28,Consumidor Final,Mesa 8,Cafe,TE BLANCO,2.0,$ 2.300,Crédito
TX-21327,2025-04-19 09:53:58,Consumidor Final,Mesa 9,sandwicheria,Croissant Jamón Queso,2.0,4500,Crédito
TX-21327,2025-04-19 09:56:30,Consumidor Final,Mesa 9,Cafés,cafe americano,1.0,2200,Crédito
TX-21327,2025-04-19 10:03:43,Consumidor Final,Mesa 9,cafes,Té Negro,1.0,$ 2.100,Crédito
TX-21328,2025-04-19 10:05:28,Consumidor Final,Mesa 5,Sándwiches,croissant jq,3.0,4500,Débito
TX-21328,2025-04-19 10:13:49,Consumidor Final,Mesa 5,bebestibles,Leche Plátano,3.0,2700,Débito
TX-21328,2025-04-19 10:19:47,Consumidor Final,Mesa 5,Bebestible,JUGO ARANDANO,3.0,3100,Débito
TX-21329,2025-04-19 11:14:30,19332554-K,Mesa 7,Repostería,muffin vainilla,3.0,2100,Débito
TX-21329,2025-04-19 11:26:50,19332554-K,Mesa 7,bebestibles,Té Matcha Latte,1.0,3600,Débito
TX-21329,2025-04-19 11:36:38,19332554-K,Mesa 7,sandwicheria,Croissant J/Q,1.0,$ 4.500,Débito
TX-21330,2025-04-19 11:40:09,Consumidor Final,Mesa 4,Bebestible,Jugo de Piña,1.0,2990,Crédito
TX-21330,2025-04-19 11:59:16,Consumidor Final,Mesa 4,Cafe,TE VERDE,1.0,2100,Crédito
TX-21330,2025-04-19 12:19:00,Consumidor Final,Mesa 4,Cafe,FLAT WHITE,,3000,Crédito
TX-21331,2025-04-19 15:00:14,Consumidor Final,Mesa 5,Reposteria ,medialuna manjar,1.0,1600,Débito
TX-21331,45766.648,Consumidor Final,Mesa 5,Repostería,medialuna manjar,1.0,1600,Débito
TX-21331,2025-04-19 15:52:50,Consumidor Final,Mesa 5,reposteria,Medialunas Manjar,3.0,1600,Débito
TX-21332,2025-04-19 16:07:35,12345678-9,Mesa 4,Reposteria ,muffin vainilla,2.0,2100,Débito
TX-21332,2025-04-19 16:18:52,12345678-9,Mesa 4,Bebestibles,Jugo Naranja Natural,1.0,2990,Débito
TX-21332,19/04/2025 18:15,12345678-9,Mesa 4,PASTELERIA,Muffin de Arándanos,1.0,2100,Débito
TX-21333,45766.7618,Consumidor Final,Mesa 5,BEBIDAS,MATCHA LATTE,1.0,3600,Débito
TX-21333,2025-04-19 18:36:36,Consumidor Final,Mesa 5,Sándwiches,sandwich jamon queso,1.0,3800,Débito
TX-21333,2025-04-19 18:38:26,Consumidor Final,Mesa 5,Cafés,TE NEGRO,1.0,2100,Débito
TX-21334,2025-04-19 18:46:50,Consumidor Final,Mesa 7,Cafe,Té Negro,3.0,2100,Débito
TX-21334,2025-04-19 19:06:04,Consumidor Final,Mesa 7,SANDWICH,Sándwich J/Q,2.0,3800,Débito
TX-21334,45766.7975,Consumidor Final,Mesa 7,SANDWICH,CROISSANT CAPRESE,1.0,4790,Débito
TX-21335,2025-04-19 19:09:51,Consumidor Final,Para Llevar,PASTELERIA,Muffin de Arándanos,2.0,$ 2.100,Débito
TX-21335,2025-04-19 19:10:00,Consumidor Final,Para Llevar,Bebestibles,leche platano,1.0,2700,Débito
TX-21335,45766.809,Consumidor Final,Para Llevar,BEBIDAS,Té Matcha Latte,3.0,3600,Débito
TX-21336,2025-04-19 19:29:18,Consumidor Final,Mesa 7,Cafe,Espresso dbl,3.0,2490,Efectivo
TX-21336,2025-04-19 19:30:54,Consumidor Final,Mesa 7,CAFÉ,Capuccino,3.0,$ 3.100,Efectivo
TX-21336,2025-04-19 19:35:07,Consumidor Final,Mesa 7,Cafés,cafe latte ,3.0,$ 3.200,Efectivo
TX-21337,2025-04-19 19:41:10,Consumidor Final,Mesa 7,Cafés,Espresso Doble,1.0,2490,Débito
TX-21337,2025-04-19 19:47:02,Consumidor Final,Mesa 7,PASTELERIA,Waffle con Manjar,1.0,$ 3.200,Débito
TX-21337,2025-04-19 19:57:44,Consumidor Final,Mesa 7,BEBIDAS,jugo naranja,1.0,2990,Débito
TX-21338,20/04/2025 09:05,Consumidor Final,Mesa 9,sandwicheria,Croissant Mechada Queso,1.0,5690,Débito
TX-21338,45767.382,Consumidor Final,Mesa 9,CAFÉ,TE BLANCO,1.0,2300,Débito
TX-21338,45767.3889,Consumidor Final,Mesa 9,CAFÉ,Capu ,2.0,3100,Débito
TX-21339,45767.3955,Consumidor Final,Mesa 2,Reposteria ,dona rellena,1.0,$ 2.200,Débito
TX-21339,20/04/2025 09:30,Consumidor Final,Mesa 2,sandwicheria,Sándwich Mechada Queso,1.0,5490,Débito
TX-21339,2025-04-20 09:54:45,Consumidor Final,Mesa 2,Cafés,AMERICANO,1.0,$ 2.200,Débito
TX-21340,45767.4131,Consumidor Final,Para Llevar,Repostería,MUFFIN VAINILLA,2.0,2100,Débito
TX-21340,2025-04-20 09:58:42,Consumidor Final,Para Llevar,Cafe,Té Blanco,3.0,2300,Débito
TX-21340,2025-04-20 10:06:19,Consumidor Final,Para Llevar,BEBIDAS,Leche Plátano,1.0,2700,Débito
TX-21341,2025-04-20 10:11:39,Consumidor Final,Para Llevar,CAFÉ,AMERICANO,1.0,2200,Débito
TX-21341,45767.4291,Consumidor Final,Para Llevar,Reposteria ,Muffin de Vainilla Natural,1.0,2100,Débito
TX-21341,2025-04-20 10:17:58,Consumidor Final,Para Llevar,Cafés,Capuccino,3.0,3100,Débito
TX-21342,45767.5704,Consumidor Final,Mesa 10,CAFÉ,Capu ,3.0,$ 3.100,Crédito
TX-21342,45767.5937,Consumidor Final,Mesa 10,Cafe,Mocaccino,1.0,$ 3.400,Crédito
TX-21342,20/04/2025 14:19,Consumidor Final,Mesa 10,PASTELERIA,Muffin Arandanos ,3.0,2100,Crédito
TX-21343,2025-04-20 14:24:17,Consumidor Final,Mesa 8,reposteria,medialuna manjar,1.0,1600,Débito
TX-21343,20/04/2025 16:57,Consumidor Final,Mesa 8,Cafe,CAFÉ LATTE,1.0,$ 3.200,Débito
TX-21343,20/04/2025 17:02,Consumidor Final,Mesa 8,cafes,FLAT WHITE,1.0,3000,Débito
TX-21344,2025-04-20 18:09:49,Consumidor Final,Mesa 9,Cafés,TE VERDE,1.0,$ 2.100,Débito
TX-21344,2025-04-20 18:23:00,Consumidor Final,Mesa 9,Cafe,mocaccino,1.0,3400,Débito
TX-21344,2025-04-20 18:24:58,Consumidor Final,Mesa 9,bebestibles,Té Matcha Latte,1.0,$ 3.600,Débito
TX-21344,2025-04-20 18:24:58,Consumidor Final,Mesa 9,bebestibles,Té Matcha Latte,1.0,$ 3.600,Débito
TX-21345,2025-04-20 18:26:06,Consumidor Final,Mesa 7,PASTELERIA,Muffin Arandanos ,1.0,2100,Débito
TX-21345,2025-04-20 18:26:25,Consumidor Final,Mesa 7,CAFÉ,flat white,1.0,3000,Débito
TX-21345,2025-04-20 18:26:44,Consumidor Final,Mesa 7,Cafe,Mochaccino,1.0,3400,Débito
TX-21346,2025-04-20 18:27:30,Consumidor Final,Mesa 2,Cafés,Mocaccino,1.0,3400,Débito
TX-21346,2025-04-20 18:27:40,Consumidor Final,Mesa 2,cafes,Flat White,3.0,3000,Débito
TX-21346,2025-04-20 18:28:28,Consumidor Final,Mesa 2,PASTELERIA,muffin vainilla,3.0,2100,Débito
TX-21347,2025-04-20 18:29:33,Consumidor Final,Mesa 7,CAFÉ,te negro,1.0,2100,Débito
TX-21347,2025-04-20 18:31:24,Consumidor Final,Mesa 7,sandwicheria,sandwich caprese,1.0,$ 4.990,Débito
TX-21347,20/04/2025 18:33,Consumidor Final,Mesa 7,PASTELERIA,Muffin de Vainilla Natural,2.0,2100,Débito
TX-21348,2025-04-20 18:50:40,98765432-1,Mesa 6,Reposteria ,muffin arandano,,$ 2.100,Crédito
TX-21348,2025-04-20 18:53:21,98765432-1,Mesa 6,Reposteria ,WAFFLE MANJAR,1.0,$ 3.200,Crédito
TX-21348,2025-04-20 19:04:55,98765432-1,Mesa 6,Sandwichería,Sándwich Mechada Queso,1.0,5490,Crédito
TX-21349,2025-04-20 19:37:24,Consumidor Final,Mesa 5,cafes,MOCA,1.0,3400,Débito
TX-21349,2025-04-20 19:55:23,Consumidor Final,Mesa 5,Bebestible,Jugo Naranja Natural,1.0,2990,Débito
TX-21349,20/04/2025 19:57,Consumidor Final,Mesa 5,sandwicheria,Croissant Mechada Queso,2.0,5690,Débito
TX-21350,45767.8329,Consumidor Final,Mesa 2,Sandwichería,Sándwich Mechada Queso,1.0,5490,Crédito
TX-21350,2025-04-21 09:00:11,Consumidor Final,Mesa 2,bebestibles,Jugo Naranja Natural,1.0,$ 2.990,Crédito
TX-21350,45768.3814,Consumidor Final,Mesa 2,cafes,te blanco,,2300,Crédito
TX-21351,45768.393,Consumidor Final,Mesa 7,CAFÉ,mocaccino,2.0,3400,Débito
